"","study","country","ageGroup","framing","itemSet","subid","dateOfTest","durationOfTest","gender","religion","repeated","comments","sequence","phase","trialNum","factCat","factSub","factText","questionCat","questionSub","questionText","response"
"1216","1prime","us","adults","does that mean...?","cb2","R_507uNPeXAVYiC0d",NA,NA,NA,NA,NA,"2","3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","arousal","can feel calm ",-1.5
"1217","1prime","us","adults","does that mean...?","cb2","R_507uNPeXAVYiC0d",NA,NA,NA,NA,NA,"2","3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"1218","1prime","us","adults","does that mean...?","cb2","R_507uNPeXAVYiC0d",NA,NA,NA,NA,NA,"2","3","test",8,"affect","arousal","is feeling excited","inanimacy","metal_plastic","is made out of metal",-1.5
"1219","1prime","us","adults","does that mean...?","cb2","R_507uNPeXAVYiC0d",NA,NA,NA,NA,NA,"2","3","test",9,"perception","vision","can see me","perception","hearing","can hear me",-1.5
"1220","1prime","us","adults","does that mean...?","cb2","R_507uNPeXAVYiC0d",NA,NA,NA,NA,NA,"2","3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-1.5
"1221","1prime","us","adults","does that mean...?","cb2","R_507uNPeXAVYiC0d",NA,NA,NA,NA,NA,"2","3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","valence","can feel happy ",-1.5
"1222","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","practice",1,NA,NA,"is purple",NA,NA,"is green",0.5
"1223","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1224","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1225","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",4,"affect","valence","feels sad ","perception","vision","can see what the box looks like",0.5
"1226","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-1.5
"1227","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","arousal","can feel calm ",-1.5
"1228","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"1229","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",8,"affect","arousal","is feeling excited","inanimacy","metal_plastic","is made out of metal",-1.5
"1230","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"1231","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-1.5
"1232","1prime","us","adults","does that mean...?","cb2","R_898pwCLkvKa8EOp",NA,NA,NA,NA,NA,"1","3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","valence","can feel happy ",0.5
"1233","1prime","us","adults","does that mean...?","cb2","R_a3JYuWJdhDBrUZT",NA,NA,NA,NA,NA,"1","3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1234","1prime","us","adults","does that mean...?","cb2","R_a3JYuWJdhDBrUZT",NA,NA,NA,NA,NA,"1","3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1235","1prime","us","adults","does that mean...?","cb2","R_a3JYuWJdhDBrUZT",NA,NA,NA,NA,NA,"1","3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"1236","1prime","us","adults","does that mean...?","cb2","R_a3JYuWJdhDBrUZT",NA,NA,NA,NA,NA,"1","3","test",4,"affect","valence","feels sad ","perception","vision","can see what the box looks like",0.5
